Crop_Type,SOC,N_Content,P_Content,K_Content,pH,Fertilizer_Type,Fertilizer_Amount,Temperature,Rainfall,Humidity,Carbon_Footprint
Rice,2.63,84,50,44,5.9353444060000005,NPK_15-15-15,153.4,25.48591986,182.6549356,81.40633547,1064.0
Rice,2.29,81,53,42,5.17782304,NPK_15-15-15,441.1,23.67575393,233.7034975,81.03569343,1553.4
Rice,2.71,91,50,40,6.462391607000001,Urea,220.5,20.82477109,230.22422230000004,84.1341879,1280.6
Rice,2.54,93,53,38,7.069172227,NPK_15-15-15,395.1,26.92995077,290.67937830000005,81.91411159,1453.0
Rice,2.89,90,44,38,7.473134377,Ammonium Nitrate,440.1,23.83509503,241.20135130000003,83.88387074,2101.3
Rice,2.22,81,45,35,6.158376967000001,Urea,301.4,26.52872817,218.9163567,80.12267476,1565.9
Rice,2.37,78,40,38,7.549873681,NPK_15-15-15,408.8,26.46428311,248.2256491,83.85642678,1503.3
Rice,2.34,60,51,36,6.028321557999999,Urea,390.0,22.69657794,256.9964761,82.81088865,1727.3
Rice,1.91,88,46,42,6.604993475,Ammonium Nitrate,269.0,22.68319059,194.2651719,83.46358271,1675.1
Rice,2.62,93,47,37,6.500343222000001,Urea,409.6,21.53346343,295.9248796,82.14004101,1757.8
Rice,2.6,60,55,45,5.935745417000001,Urea,242.9,21.40865769,287.5766935000001,83.32931909999998,1376.4
Rice,2.5,78,35,44,7.072655622,Urea,411.4,26.54348085,183.6222657,84.67353597,1855.4
Rice,2.41,65,37,40,5.333322606,NPK_15-15-15,389.0,23.35905428,188.413665,83.59512273,1430.0
Corn,1.53,71,54,16,5.7499144210000015,Urea,348.7,22.61359953,87.75953857,63.69070564,1271.6
Corn,1.93,61,44,17,6.931756557999999,Ammonium Nitrate,404.9,26.10018422,102.2662445,71.57476937,1585.2
Corn,1.96,80,43,16,6.657964753,Organic,183.3,23.55882094,66.71995467,71.59351368,514.6
Corn,1.78,73,58,21,6.596060648,Ammonium Nitrate,194.0,19.97215954,60.65171481,57.68272924,968.2
Corn,2.04,61,38,20,5.970458434,Ammonium Nitrate,257.7,18.47891261,65.43835393,62.69503871,1139.9
Corn,2.26,68,41,16,6.158830619,Urea,275.3,21.77689322,102.0861694,57.80840636,995.1
Corn,2.85,93,41,17,6.047906679,Ammonium Nitrate,270.2,25.6217169,105.4654703,66.50415474,1095.4
Corn,2.17,89,60,19,5.913664501,Ammonium Nitrate,289.2,25.19192419,78.06639649,66.69029010000001,1230.6
Corn,2.2,76,44,17,5.855442401,Urea,391.6,20.41683147,65.27798457,62.55424820000001,1257.4
Corn,2.07,67,60,25,5.750254943,Urea,296.8,24.92162194,109.2162279,66.78627406,1093.0
Corn,1.33,70,44,19,5.852607099,Ammonium Nitrate,269.8,23.31689124,94.29712821,73.4541537,1332.9
Corn,2.09,90,49,21,6.4725232870000005,Urea,281.0,24.84016732,74.05474936,68.3584573,1079.3
Corn,2.12,62,52,16,6.9670577620000005,Organic,353.3,22.27526694,63.87020584,58.84015925,491.7
Corn,3.09,92,44,16,6.082973754,Ammonium Nitrate,350.7,18.87751445,94.76189431,65.76816093,1203.9
Corn,2.02,66,54,21,5.919045532,Urea,293.0,25.19008683,72.12375573,60.200168700000006,1105.6
Corn,2.22,63,58,22,6.204747652999999,NPK_15-15-15,207.4,18.25405352,63.72358154,55.28220433,635.8
Corn,2.09,70,47,17,6.600827017,Urea,254.6,24.612911800000006,104.1626147,70.4162444,986.5
Corn,1.63,61,41,17,6.021902237000001,Urea,444.7,25.1420613,76.68456006,65.26185135,1500.1
Corn,2.56,66,53,19,6.033550195,Urea,320.0,23.09348056,65.49730729,60.11593810000001,1040.1
Corn,2.4,74,55,19,6.28886807,Urea,442.1,18.05033737,84.23613484,62.89366992,1356.1
Corn,2.42,77,57,21,6.550563822999999,Urea,289.0,24.9321581,79.74078719,73.80435276,989.3
Corn,1.74,99,50,15,5.573286437,Ammonium Nitrate,370.2,18.14710054,88.07753741,71.09445342,1510.2
Corn,2.66,74,56,22,6.829199275,Urea,273.6,18.28362235,80.97573281,66.65952796,948.3
Corn,1.54,83,45,21,5.716222912,Urea,251.4,18.83344471,79.75328959999999,58.75082029,1031.1
Corn,2.33,100,48,16,5.54990242,Urea,310.4,25.71895816,74.51490791,67.22190688,1151.7
Corn,2.98,79,51,16,6.586244581,Urea,257.6,25.33797709,96.46380213,68.49835977,840.8
Corn,1.7,94,39,18,5.893093135,Ammonium Nitrate,441.5,23.89114571,102.8301942,57.48775781,1751.8
Corn,1.87,75,49,15,5.918263801,Ammonium Nitrate,200.8,21.53574127,102.4852929,71.50905983,1040.0
Corn,2.14,78,48,22,5.588650585,Urea,436.9,23.08974909,70.43473609,63.10459626,1348.2
Corn,1.9,87,54,20,6.576418207000001,Urea,204.9,25.61707368,108.8303762,63.4711755,899.3
Corn,1.48,87,35,25,6.178056304,Ammonium Nitrate,348.4,21.44526922,65.88951188,63.1621551,1475.7
Corn,2.13,63,43,19,6.641906353,Ammonium Nitrate,252.2,18.51816776,90.988051,55.53128131,1015.5
Corn,1.68,84,57,25,6.489040367,Urea,440.6,22.53510514,64.40866039,67.99257471,1463.7
Corn,2.29,64,35,23,5.680361037999999,Urea,362.5,23.02038334,63.03843397,61.89472002,1204.4
Corn,1.73,60,46,22,6.625404347999999,Ammonium Nitrate,344.7,24.89364635,87.9298085,65.61418761,1437.1
Corn,2.72,98,44,21,6.524478032,Urea,253.2,25.77175115,107.4931917,74.089114,931.7
Corn,1.79,75,56,18,5.696205468,Ammonium Nitrate,413.8,19.39851734,60.95197486,62.35750641,1616.6
Corn,1.97,86,55,21,6.803931519,Organic,208.6,21.54156232,109.7515385,59.64024162,474.9
Corn,2.43,98,35,18,6.252797547999999,Urea,435.1,23.79746068,91.76337172,74.82913698,1357.7
Corn,1.61,76,57,18,6.092725883,Ammonium Nitrate,418.4,18.9802729,94.26249353,74.52600826,1692.6
Corn,2.19,99,56,17,6.234330356,Urea,338.6,24.10859207,71.07562236,73.13112261,1149.3
Corn,2.62,60,44,23,5.722579819,Ammonium Nitrate,363.6,24.7947077,76.72860067,70.04556743,1384.8
Corn,1.46,74,48,17,6.430616465,Urea,184.2,21.63162756,69.21803098,60.27766379,917.6
Corn,2.17,89,60,17,5.983952675,Ammonium Nitrate,248.3,25.37548751,101.7004306,57.21025565,1090.7
Corn,2.2,69,51,23,6.80163854,Urea,438.5,22.21738222,106.6213157,72.85462807,1376.4
Corn,2.41,96,46,22,6.499936446,Urea,406.7,20.58314011,66.29390357,69.00128641,1295.7
Corn,1.61,61,60,15,6.265564338,Urea,361.6,24.87502824,91.26056654,68.74248334,1311.3
Corn,1.57,74,58,18,6.727303282,None,0.0,20.03728219,109.024141,56.35606753,447.4
Corn,2.31,74,43,23,6.325235159,Urea,182.2,25.95263264,99.57981207,61.89082199,784.3
Corn,2.22,63,43,17,6.807487794,Urea,205.0,19.28889933,71.3195307,65.47050802,751.5
Corn,2.2,99,36,20,6.671085817000001,Ammonium Nitrate,426.9,20.57981887,78.34604471,65.34583901,1632.9
Corn,2.24,77,36,23,6.648725327,Urea,249.9,24.71417533,88.45361858,56.73426469,980.3
Corn,1.83,87,60,23,6.439071996,Urea,375.3,20.27317074,62.50351892,63.91281869,1307.7
Corn,2.19,60,38,17,6.474476516,Urea,339.2,18.41932981,76.41312437,64.23580251,1024.8
Corn,2.22,94,54,17,5.871647806,Ammonium Nitrate,352.2,23.39128187,107.3198135,61.74427165,1409.8
Corn,1.81,95,38,22,5.730617109,Urea,372.8,19.84939404,100.7689246,61.24500053,1262.3
Corn,2.85,84,44,21,5.850439831,Urea,233.8,21.869274,107.2681929,61.91044947,779.3
Corn,2.29,77,58,19,5.791649933,NPK_15-15-15,379.5,22.8056033,101.5952794,56.50768935,916.3
Corn,1.62,66,44,20,6.740000687999999,Urea,247.1,19.0781471,80.72515943,69.02298571,1004.1
Corn,2.36,63,35,16,6.272417541,Urea,253.1,22.02720976,83.73280082,65.35549924,928.9
Corn,1.71,79,45,20,5.715208817000001,Urea,196.9,23.80546189,89.96220140000001,59.24537979,897.6
Corn,2.41,72,60,25,5.773454729,Urea,377.8,18.52510753,88.10234397,69.0276233,1170.4
Corn,2.56,67,51,24,5.584171461,Ammonium Nitrate,361.7,23.50297882,64.77791424,61.32026065,1350.3
Corn,1.77,86,36,24,5.787268394,Urea,436.9,26.54986394,73.33636055,72.89187265,1470.9
Corn,2.49,76,48,18,5.77597783,NPK_15-15-15,397.4,19.29563411,83.21030571,69.63481219,875.7
Corn,2.27,75,53,18,6.864793607,NPK_15-15-15,431.8,20.68899915,103.651438,59.4375337,949.0
Corn,2.43,81,45,23,6.192360002999999,Ammonium Nitrate,234.1,19.32666088,84.22969177,68.03449300000001,998.5
Corn,2.86,73,45,21,6.636803222999999,Ammonium Nitrate,380.6,24.60532218,96.59195302,73.58868502,1441.6
Corn,2.0,71,35,24,5.826426917,Ammonium Nitrate,320.8,22.27373646,67.96704792,59.52193158,1299.9
Corn,1.8,96,54,22,6.960358276,Urea,280.2,25.70196694,83.20711308,61.33450447,1075.8
Corn,1.74,99,39,18,6.11275104,Organic,337.8,19.20129357,87.85092352,68.30578978,541.6
Corn,1.77,62,48,20,6.708446922,Ammonium Nitrate,252.6,21.70181447,95.71388473,60.47470519,1144.5
Corn,2.07,86,37,16,5.561510732,Urea,421.7,20.51716779,67.61013737,59.21235483,1371.9
Corn,2.24,94,50,19,5.873242491,Ammonium Nitrate,392.6,23.30355338,97.59081274,73.62548442,1590.7
Corn,2.21,76,39,24,6.995843776,Urea,350.2,24.2547451,64.23845455,55.64709899,1166.3
Corn,2.43,77,52,17,5.714799723,Urea,370.5,24.86374934,75.82270467,65.7420046,1212.3
Corn,2.11,74,39,23,6.78073637,Urea,299.5,22.6265115,88.17251033,65.77472881,1058.4
Corn,2.68,81,49,20,5.513697923,Ammonium Nitrate,432.8,18.04185513,104.2321615,60.61494304,1519.3
Corn,1.99,63,42,21,5.798423907999999,Urea,402.7,23.26237612,67.10225139,72.33125523,1361.9
Corn,3.19,99,38,21,6.352471866,Urea,299.9,22.88330922,67.72777298,71.59722446,927.7
Corn,2.35,90,52,25,6.822586546,Urea,261.3,25.97482359,103.2234212,69.36385721,984.0
Corn,1.76,68,40,19,6.655426355,Ammonium Nitrate,195.2,26.14384005,107.2361366,66.20569924,1021.2
Corn,1.67,60,57,24,6.1212940410000005,Urea,430.3,18.66116213,75.03247667,61.55327249,1385.9
Corn,2.29,71,52,18,5.790770202999999,Urea,386.4,25.10787449,78.16077693,55.97732754,1237.8
Corn,2.01,61,59,17,6.47444292,Urea,356.9,23.33844615,105.0083144,59.24580604,1153.4
Corn,2.39,88,38,15,6.455116637000001,Urea,223.1,25.08239719,62.49190812,65.92195844,885.5
Corn,2.29,65,60,22,6.6069840860000015,Urea,199.0,25.36768364,107.9124111,72.52054555,905.7
Corn,2.07,78,37,22,6.330554389,Urea,359.3,25.34217103,74.52082026,63.31801994,1211.6
Corn,1.76,78,58,15,6.5286312660000005,NPK_15-15-15,399.8,25.00933355,62.91359494,67.816568,1065.0
Corn,1.49,92,60,23,5.721667141,Ammonium Nitrate,209.8,18.66746724,69.93293255,71.516474,1112.6
Corn,1.92,79,59,17,6.644205485,Urea,263.6,20.37999665,108.5054416,63.73849998,1036.9
Corn,2.44,91,55,15,6.376651091,Urea,319.1,18.09300227,78.96159541,72.61024172,1058.6
Corn,2.19,76,51,18,6.247040422,Ammonium Nitrate,276.4,26.16985907,79.84925393,71.96246617,1165.7
Corn,1.6,87,48,25,6.656730007999999,Urea,403.7,18.65396672,93.62039175,61.37879671,1367.2
Corn,2.17,71,60,22,6.2048017,NPK_15-15-15,263.1,26.07470121,85.75692395,59.37147589,778.3
Corn,2.25,90,57,24,6.158860284,Organic,437.3,18.92851916,82.34162918,72.80086137,533.8
Corn,1.75,67,35,22,6.385684213999999,Urea,275.7,23.30546753,108.7603001,63.24648023,1062.7
Corn,2.16,60,54,19,6.417820493,Ammonium Nitrate,434.1,18.74826712,70.23401597,62.49878458,1599.9
Corn,2.12,83,58,23,6.381201909,NPK_15-15-15,207.7,19.74213321,65.50861389,59.66263104,674.0
Corn,1.64,83,57,19,6.877869005,Urea,329.4,25.73044432,98.73771338,70.74739256,1258.3
Vegetables,2.24,40,72,77,7.485996067,NPK_15-15-15,148.5,17.02498456,88.55123143,16.98861173,381.2
Vegetables,2.32,23,72,84,6.920251378,Organic,269.2,19.02061277,79.92698081,17.13159126,264.3
Vegetables,2.53,39,58,85,5.9969320370000005,Organic,314.7,17.88776475,68.54932919,15.40589717,228.4
Vegetables,2.52,22,72,85,6.391173589,Organic,209.8,18.86805647,88.51048983,15.65809214,210.7
Vegetables,1.55,36,67,77,7.152811172000001,NPK_15-15-15,140.1,18.36952567,79.26357665,19.56381041,466.5
Vegetables,1.72,32,73,81,5.988992796000002,NPK_15-15-15,144.8,20.45078582,92.68373702,15.40312102,466.2
Vegetables,2.31,58,70,84,6.231049027999999,NPK_15-15-15,157.4,20.6543203,74.6631118,16.60820843,366.3
Vegetables,2.31,59,70,84,7.550808267000001,Ammonium Nitrate,141.3,17.3348681,82.61734721,18.74926979,570.2
Vegetables,2.31,42,62,75,7.010570541,Urea,279.7,18.17912258,81.84997529,18.90426935,812.7
Vegetables,3.64,28,74,81,8.753795334,Organic,228.7,18.01272266,81.98568791,18.30968112,72.8
Vegetables,2.33,58,66,79,8.718192847000001,Ammonium Nitrate,120.9,20.99373558,93.55280105,19.33470387,577.8
Vegetables,2.55,43,66,79,7.976607593,Urea,141.4,19.46233971,74.58565097,15.22538951,406.7
Vegetables,2.48,58,63,81,6.515499548999999,Organic,160.4,19.81344531,78.96514709,14.69765308,163.6
Vegetables,2.36,23,62,85,8.490127142,NPK_15-15-15,126.3,18.97424756,80.7108745,19.5161216,352.6
Vegetables,1.97,27,62,77,6.576415562,Ammonium Nitrate,229.8,18.19737048,70.18185181,14.71070537,854.3
Vegetables,2.4,28,72,84,6.481783042999999,NPK_15-15-15,161.3,18.72963144,71.58010169,19.18197264,388.1
Vegetables,1.79,50,56,76,7.966605025,Urea,197.8,20.99502153,73.50734019,19.8601304,730.9
Vegetables,2.01,39,71,84,8.140825437,Ammonium Nitrate,154.9,20.28155898,82.52339655,16.39535215,676.3
Vegetables,1.91,25,78,76,7.228963452,None,0.0,17.48042641,66.96980581,15.7559405,190.6
Vegetables,2.13,31,70,77,6.492546046,NPK_15-15-15,239.2,20.88818675,90.46228334,14.32313811,557.7
Vegetables,3.03,26,80,83,7.528599957000001,NPK_15-15-15,207.2,17.08498521,71.31007253,16.14565756,354.9
Vegetables,1.35,25,68,77,7.701446446,NPK_15-15-15,274.1,20.09340593,85.74904898,15.11279612,712.0
Vegetables,2.37,31,78,76,8.519975748,Organic,142.9,17.57212145,89.31050665,14.99927489,266.3
Vegetables,1.45,60,68,83,6.620900869,NPK_15-15-15,203.0,19.12065218,85.52950164,18.43475844,649.1
Vegetables,1.91,59,62,83,8.104396057999999,Organic,257.9,18.57665902,72.94940441,19.22008229,325.9
Vegetables,2.54,22,67,78,6.204090835,NPK_15-15-15,128.8,17.16606398,72.32667516,14.42457525,298.9
Vegetables,2.13,36,65,80,6.051091339,NPK_15-15-15,129.3,18.2872007,74.87445574,16.67921616,445.5
Vegetables,1.67,59,60,84,7.690962337999999,NPK_15-15-15,135.7,19.03025305,94.70992037,18.66725565,489.5
Vegetables,1.81,54,77,85,7.8292111439999985,NPK_15-15-15,151.6,17.141861399999996,83.74606679,17.0662427,476.6
Vegetables,2.37,43,68,81,6.761599706,NPK_15-15-15,323.9,17.47809436,78.92060234,17.93253975,623.4
Vegetables,1.81,28,76,82,6.654425315,Ammonium Nitrate,227.0,20.56601874,83.75937135,14.25803981,897.3
Vegetables,2.19,42,79,85,6.129533877,NPK_15-15-15,104.5,17.22385224,76.57580954,15.82069268,337.0
Vegetables,2.12,32,60,83,8.829273328,Organic,117.3,19.69141713,91.76071648,19.44225438,268.7
Vegetables,1.84,22,78,76,8.621662982,NPK_15-15-15,240.2,17.84851658,76.32470713,19.09172907,627.8
Vegetables,2.96,31,79,75,8.204862075,NPK_15-15-15,272.2,18.8202251,89.73119396,16.1074793,436.1
Vegetables,2.35,28,58,81,6.18042747,NPK_15-15-15,102.5,17.47500984,93.35034262,16.54314829,280.3
Vegetables,1.29,57,58,77,7.978996755,Organic,233.9,18.72649425,81.20176515,17.58406365,408.6
Vegetables,2.17,49,55,78,7.863113671,Organic,305.3,18.65580107,81.70769297,16.17772668,324.4
Vegetables,1.84,46,76,77,6.967843048,Organic,221.3,18.2356751,83.74879344,19.68538502,278.9
Vegetables,2.44,54,61,77,6.206582192999999,NPK_15-15-15,297.9,18.81198127,77.54294240000002,15.21618225,567.3
Vegetables,1.78,38,60,76,8.868741443,NPK_15-15-15,145.9,18.65054116,77.92798682,17.80852431,539.7
Vegetables,2.05,59,55,79,8.766128654,Organic,320.6,20.36720401,82.2545577,16.89574311,379.2
Vegetables,2.3,36,76,75,8.736337905,NPK_15-15-15,118.9,18.38120357,70.52056697,16.63805158,338.4
Vegetables,2.45,57,68,81,8.081095263,NPK_15-15-15,300.9,17.17012591,72.78624223,17.30457712,616.3
Vegetables,1.62,35,66,81,6.138243973,Organic,150.9,19.37101121,85.24819851,15.77458129,300.5
Vegetables,1.97,35,64,78,7.496645259,Urea,319.3,17.92845928,85.37378769,14.27327988,929.4
Vegetables,1.91,52,60,79,8.380185271,NPK_15-15-15,235.4,19.45339934,75.6317566,18.23490739,599.4
Vegetables,1.84,27,76,83,6.289614016,None,0.0,19.12829388,89.61857826,14.92241479,265.0
Vegetables,2.81,57,60,84,6.586777189,Urea,262.1,19.1034283,75.49101167,17.26184541,649.3
Vegetables,2.26,52,68,78,6.89655198,Urea,193.9,17.48504075,86.05078037,16.96070581,675.3
Vegetables,1.6,43,79,79,7.8067476560000015,Organic,208.4,19.40751744,80.25064637,18.98030507,363.5
Vegetables,2.47,44,74,85,7.150681303,None,0.0,20.18649426,78.26039559,19.63719995,155.0
Vegetables,2.95,24,55,78,6.64919573,NPK_15-15-15,180.3,17.30287885,75.57790384,15.15405941,288.4
